expedient;identificador;descripcio_contracte;data_adj;estat_licitacio;organ_contractacio;CPV;valor_estimat;link;metode_cerca;time_download;downloaded_documents;error_download;comment;downloaded documents
PcPG/2023/814940;12165360;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;17/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=814940;Proveïdor: A28218675;9,44;0;;No documents amb keywords;0
PcPG/2023/814721;12165607;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;17/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=814721;Proveïdor: A28218675;9,36;0;;No documents amb keywords;0
PcPG/2023/814582;12165788;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;17/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=814582;Proveïdor: A28218675;9,74;0;;No documents amb keywords;0
PcPG/2023/814581;12165789;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;17/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=814581;Proveïdor: A28218675;9,8;0;;No documents amb keywords;0
002/2023-SSC-PORH;12166045;Subministrament successiu i continuat d'instruments de sutura mecànica i material i instrumental de laparoscòpia amb destinació a l'Àrea Quirúrgica del Consorci Mar Parc de Salut de Barcelona, segons característiques i condicions definides al Plec de prescripcions tècniques de la licitació.;16/10/2023 19:45;Resuelta;Consorci Mar Parc de Salut de Barcelona;"33169000;33141121;";5192325,77;https://contractaciopublica.cat/ca/detall-publicacio/300013676;Proveïdor: A28218675;99,22;10;"Sense secció ""Exec""";;0
CP00081/2022;12177929;Suministro de material de Osteosíntesis de Extremidad Superior para los Hospitales de Asepeyo, Mutua Colaboradora con la Seguridad Social nº 151.;29/04/2023 0:00;Resuelta;Subdirección General Sanitaria de ASEPEYO. Mutua Colaboradora con la Seguridad Social. num. 151;"33184100;";4740940,93;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=e%2BqFLBtm6YmiEJrVRqloyA%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;178,43;18;;;0
PA-SU-257-2023;12177935;Suministro de Material de quirófano (selladores de vasos y otro material quirúrgico, con puesta a disposición de determinado equipamiento necesario para la utilización del material;19/06/2023 0:00;Resuelta;Consorcio Hospital General Universitario de Valencia;"33169000;";1325460,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Amfc98YwZRCXQV0WE7lYPw%3D%3D;Proveïdor: A28218675;166,76;17;;;0
PcPG/2023/816149;12185124;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=816149;Proveïdor: A28218675;9,65;0;;No documents amb keywords;0
PcPG/2023/816046;12185246;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=816046;Proveïdor: A28218675;10,32;0;;No documents amb keywords;0
PcPG/2023/816042;12185250;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=816042;Proveïdor: A28218675;9,8;0;;No documents amb keywords;0
PcPG/2023/816041;12185251;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=816041;Proveïdor: A28218675;9,82;0;;No documents amb keywords;0
PcPG/2023/816030;12185262;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=816030;Proveïdor: A28218675;9,42;0;;No documents amb keywords;0
PcPG/2023/816016;12185276;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=816016;Proveïdor: A28218675;9,49;0;;No documents amb keywords;0
PcPG/2023/815899;12185393;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815899;Proveïdor: A28218675;9,37;0;;No documents amb keywords;0
PcPG/2023/815898;12185394;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815898;Proveïdor: A28218675;9,29;0;;No documents amb keywords;0
PcPG/2023/815823;12185493;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815823;Proveïdor: A28218675;9,44;0;;No documents amb keywords;0
PcPG/2023/815822;12185494;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815822;Proveïdor: A28218675;9,32;0;;No documents amb keywords;0
PcPG/2023/815810;12185506;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815810;Proveïdor: A28218675;9,48;0;;No documents amb keywords;0
PcPG/2023/815809;12185507;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815809;Proveïdor: A28218675;9,39;0;;No documents amb keywords;0
PcPG/2023/815747;12185570;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815747;Proveïdor: A28218675;9,3;0;;No documents amb keywords;0
PcPG/2023/815709;12185607;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;20/02/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=815709;Proveïdor: A28218675;9,51;0;;No documents amb keywords;0
23SM0063P;12195436;Subministrament de pròtesis per a la corecció de Pectus Excavatum per al Consorci Corporació Sanitària Parc Taulí;13/04/2023 8:57;Resuelta;Consorci Corporació Sanitària Parc Taulí de Sabadell;"33184000;";107785,6;https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/ca_ES/notice.pscp?idDoc=117181568&reqCode=viewCn;CPV: 33184000;60,57;11;Alguns documents no s'han pogut descarregar (4 error(s));;0
CCA:+6.6F++E75;12207239;suministro mediante acuerdo marco de material de osteosíntesis-columna con destino a los centros sanitarios de la provincia de málaga, pertenecientes al servicio andaluz de salud (0001075/2022);12/12/2023 0:00;Adjudicada;Servicio Andaluz de Salud;"33184100;";12216390,8;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=529190;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;63,53;0;;;0
23EX29891;12207305;Zimmer Biomet_kit funbible ROSA amb cessió d'equipament per l'àmbit de COT;22/02/2023 9:45;Resuelta;Consorci Corporació Sanitària Parc Taulí de Sabadell;"33184000;";225000,0;https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?reqCode=viewCn&idDoc=116221106;CPV: 33184000;54,17;6;Alguns documents no s'han pogut descarregar (6 error(s));;0
CS/AH07/1101333532/23/PNSP;12207315;Subministrament de claus intramedul·lars amb sistema antirotació per a l'Hospital de Tortosa Verge de la Cinta;22/02/2023 9:00;Resuelta;Institut Català de la Salut (ICS);"33183200;";286230,4;https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewDcan&idDoc=117279808&lawType=3;Proveïdor: A28218675;40,15;2;"Sense secció ""Exec""";;0
CP00004/2023;12226400;"Suministro de material quirúrgico para especialista en: cirugía maxilofacial-neurocirugía; odontología, cirugía torácica, cirugía craneal, neurofisiología, otorrinolaringología, y urología para los hospitales de Asepeyo, Mutua Colaboradora con la Seguridad Social, núm 151.";22/05/2023 0:00;Resuelta;Subdirección General Sanitaria de ASEPEYO. Mutua Colaboradora con la Seguridad Social. num. 151;"33184100;33140000;";276876,72;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=uB1iG6ZbGjarz3GQd5r6SQ%3D%3D;Proveïdor: A28218675;68,3;7;;;0
23SM0264-REACT EU;12253207;Subministrament d'equipament per als nous quiròfans del Bloc Quirúrgic Central del Consorci Corporació Sanitària Parc Taulí;25/04/2023 13:36;Resuelta;Consorci Corporació Sanitària Parc Taulí de Sabadell;"33192340;33192230;33172100;33168000;33162100;33161000;33111000;33110000;";2435615,28;https://contractaciopublica.cat/ca/detall-publicacio/200071794;Proveïdor: A28218675;115,24;31;"Sense secció ""Exec""";;0
CS/CC00/1101336193/23/AMUP;12270766;subministrament agregat instrumental i accessoris d´un sol ús per a procediments quirúrgics: astroscòpia, cirurgia traumatològica i toràcica_complementari;23/06/2023 13:25;Resuelta;Institut Català de la Salut (ICS);"33169000;";1029758,0;https://contractaciopublica.cat/ca/detall-publicacio/46dd42e7-70a5-4d3f-bf96-4526213d7ee5/200006226;Proveïdor: A28218675;40,31;7;;;0
2023/00622;12279337;Acuerdo marco para el suministro de Cementos y espaciadores para el Servicio de Traumatología de OSI BARRUALDEGALDAKAO ESI;15/05/2023 0:00;Adjudicada;Director Gerente;"33184100;";545153,11;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2023000622/es_doc/index.html;Proveïdor: A28218675;21,91;3;;;0
P.A. HCCR 2/2023-SU;12279338;Suministro de suturas manuales con destino al Hospital Central de la Cruz Roja;30/06/2023 0:00;Resuelta;Hospital Central de la Cruz Roja San José y Santa Adela;"33141121;";338629,63;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-suturas-manuales-destino-hospital-central-cruz-roja-0;Proveïdor: A28218675;114,96;42;;;0
P.A. HCCR 6/2023-SU;12279361;"Suministro de material de cirugía abierta y laparoscópica con destino al Hospital Central de la Cruz Roja.&nbsp;";02/08/2023 0:00;Resuelta;Hospital Central de la Cruz Roja San José y Santa Adela;"33140000;";749839,53;https://contratos-publicos.comunidad.madrid/contrato-publico/pa-hccr-62023-su-suministro-material-cirugia-abierta-laparoscopica-destino;Proveïdor: A28218675;68,16;24;;;0
0000136/2023;12308367;cca: +6.i7m1a8i  contr 2023 0000205642 pnsp 2/2023 contratación mixta de suministro de fuentes de rutenio 106 para tratamientos oftálmicos y servicio de retorno de las placas para el hospital universitario virgen macarena de sevilla, adscrito a la central provincial de compras de sevilla, perteneciente al servicio andaluz de salud, mediante procedimiento negociado sin publicidad, por exclusividad con eckert & ziegler iberia, s.l.u., tramitación urgente y presentación electrónica de ofertas;12/05/2023 0:00;Resuelta;Servicio Andaluz de Salud;"33151400;90521000;";118461,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=534489;CPV prefix 33:  | Keywords: placas;36,4;9;;;0
PcPG/2023/817030;12308450;Adquisiciones urgente de bienes y materiales, contratación de servicios y realización de pequeñas obras en el Área Sanitario de Lugo, A Mariña y Monforte de Lemos  Otro material sanitario;;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=817030;Proveïdor: A28218675;10,01;0;;No documents amb keywords;0
PcPG/2023/816771;12308732;Adquisiciones urgente de bienes y materiales, contratación de servicios y realización de pequeñas obras en el Área Sanitario de Lugo, A Mariña y Monforte de Lemos  Otro material sanitario;;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=816771;Proveïdor: A28218675;9,53;0;;No documents amb keywords;0
A/SUM-005964/2023;12309332;Implantes para el tratamiento de fracturas mediante osteosíntesis y de prótesis trapeciometacarpianas;14/07/2023 0:00;Resuelta;Hospital Universitario de Móstoles;"33184100;";3025651,5;https://contratos-publicos.comunidad.madrid/contrato-publico/implantes-tratamiento-fracturas-osteosintesis-protesis-trapeciometacarpianas;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;63,03;20;;;0
2023-0-11;12326476;Suministro de material no Magnético de Electrofisiología para el Hospital Universitario 12 de Octubre.;20/06/2023 0:00;Resuelta;Hospital Universitario 12 de Octubre;"33141200;";2136521,2;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-material-no-magnetico-electrofisiologia-hospital-universitario-12;Proveïdor: A28218675;42,97;21;;;0
3184_APRO 29/2023;12326689;APRO 29/2023: Suministro de cementos óseos.;02/08/2023 0:00;Resuelta;Director Gerente del Servicio Navarro de Salud-Osasunbidea;"33141770;";710280,0;https://hacienda.navarra.es/sicpportal/ctaDatosAdjudicacion.aspx?cod=3184&Ticket=23080210104419F8AC3C;CPV: 33141770;2,59;5;;;0
CS/05/1123011884/23/PA;12331309;Suministro de stens, endoprótesis, filtros de protección embólica y coils, destinados a la Unidad de Radiología Intervencionista del Complejo Hospitalario Universitario del Área de Salud de Cáceres.;07/06/2023 0:00;Resuelta;Gerencia del Área de Salud de Cáceres;"33184000;";554948,53;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=kG54NTnHti6iEJrVRqloyA%3D%3D;CPV: 33184000;48,15;11;;;0
PcPG/2023/819577;12341003;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;13/03/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=819577;Proveïdor: A28218675;9,27;0;;No documents amb keywords;0
PcPG/2023/819574;12341006;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;13/03/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=819574;Proveïdor: A28218675;9,36;0;;No documents amb keywords;0
PcPG/2023/819450;12341130;Adquisición de diversos artículos, actuaciones y otros gastos derivados de la situación de emergencia ocasionada por la pandemia del COVID-19;13/03/2023 0:00;Adjudicada;Consellería de Sanidade  - SERGAS;"85100000;";;https://www.contratosdegalicia.gal/licitacion?N=819450;Proveïdor: A28218675;9,59;0;;No documents amb keywords;0
P.N. S.P. 6/2023 HUP;12358267;"Suministo de Arrays para Farmacogenética y material fungible necesario para el equipo Sistema Quantstudio™ &nbsp;12k flex real-time PCR con placas Openarray® &nbsp;y sistema de carga totalmente automatizado Accufill™ para el Hospital Universitario de la Princesa";15/03/2023 0:00;Resuelta;Hospital Universitario de La Princesa;"33696500;";61682,26;https://contratos-publicos.comunidad.madrid/contrato-publico/arrays-farmacogenetica-material-fungible-necesario-equipo-sistema-quantstudiotm;CPV prefix 33:  | Keywords: placas;29,34;9;;;0
POSA 2023 00010;12363218;Suministro de placas enumeradas y perforadas para la identificación de restos del servicio de exhumaciones del Cementerio Municipal de Palma;03/04/2023 0:00;Adjudicada;Consell d'Administració de l'Empresa Funerària Municipal S.A.;"33925000;";12960,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=KzDzCs0l3P6XQV0WE7lYPw%3D%3D;CPV prefix 33:  | Keywords: placas;16,13;2;;;0
CSI2023013;12376651;Subministrament d’implants de maluc i fixadors externs, material fungible i instrumental auxiliar associat per a l’hospital transversal del Consorci Sanitari Integral;23/06/2023 11:38;Resuelta;Consorci Sanitari Integral;"33140000;";2188646,56;https://contractaciopublica.cat/ca/detall-publicacio/200131140;Proveïdor: A28218675;55,91;5;;"Sense secció ""Exec""";5
